Albrechtstraße,TSch,W 63,- 99,F,mittel  D,,Alice-Berend-Straße,Mitt,W,,K,mittel * Z
Albrechtstraße,TSch,W 100,,F,mittel * D,,Alice-Salomon-Platz,MaHe,O,,K,mittel * Z
Albrechtstraße,TSch,W 101,- 101 A,F,mittel * Z,,Alice-und-Hella-Hirsch-Ring,Lich,O,,K,mittel  D
Albrechtstraße,TSch,W 102,- 119,F,mittel Z,,Alkenweg,TrKö,O,,K,mittel  D
Albrechtstraße,TSch,W 120,- 122,F,mittel * Z,,Allee der Kosmonauten,Lich,O 16,,F,einfach  D
Albrechtstraße,TSch,W 123,- 127,F,mittel Z,,Allee der Kosmonauten,Lich,O 17,- 17 C,F,mittel  D
Albrechtstraße,TSch,W 131,,F,einfach Z,,Allee der Kosmonauten,Lich,O 18,,F,einfach  D
Albrechtstraße,TSch,W 132,- 145,F,einfach  D,,Allee der Kosmonauten,Lich,O 19,- 19 C,F,mittel  D
Albrecht-Thaer-Weg,StZe,W,,K,gut  D,,Allee der Kosmonauten,Lich,O 20,,F,einfach  D
Albtalweg,Rein,W,,K,mittel  D,,Allee der Kosmonauten,Lich,O 21,- 21 B,F,mittel  D
Albulaweg,TSch,W 1,- 29,U,mittel  D,,Allee der Kosmonauten,Lich,O 22,- 22 A,F,einfach  D
Albulaweg,TSch,W 2,- 26,G,mittel  D,,Allee der Kosmonauten,Lich,O 23,,F,einfach * D
Albulaweg,TSch,W 31,,U,mittel * D,,Allee der Kosmonauten,Lich,O 23 A,- 23 B,F,einfach  D
Alemannenallee,ChWi,W,,K,gut Z,,Allee der Kosmonauten,Lich,O 25,,F,einfach  D
Alemannenstraße,Rein,W 1,- 113,U,gut  D,,Allee der Kosmonauten,Lich,O 25 A,,F,einfach * D
Alemannenstraße,Rein,W 2,- 20,G,gut  D,,Allee der Kosmonauten,MaHe,O 24,,F,einfach * D
Alemannenstraße,Rein,W 24,,G,gut * D,,Allee der Kosmonauten,MaHe,O 26,,F,einfach * D
Alemannenstraße,Rein,W 26,- 114,G,gut  D,,Allee der Kosmonauten,MaHe,O 26 A,,F,einfach  D
Alemannenstraße,StZe,W,,K,gut * D,,Allee der Kosmonauten,MaHe,O 26 B,,F,einfach * D
Alemannenstraße,TrKö,O 1,- 33,U,mittel * D,,Allee der Kosmonauten,MaHe,O 27,,F,einfach  D
Alemannenstraße,TrKö,O 2,,G,mittel * D,,Allee der Kosmonauten,MaHe,O 27 A,- 28 A,F,einfach * D
Alemannenstraße,TrKö,O 8,- 24,G,mittel  D,,Allee der Kosmonauten,MaHe,O 29,,F,einfach  D
Alexander-Meißner-Straße,TrKö,O 1,- 2,F,einfach * D,,Allee der Kosmonauten,MaHe,O 30,,F,einfach * D
Alexander-Meißner-Straße,TrKö,O 3,- 88,F,einfach  D,,Allee der Kosmonauten,MaHe,O 31,,F,einfach  D
Alexanderplatz,Mitt,O 1,- 3,F,mittel * Z,,Allee der Kosmonauten,MaHe,O 32,- 32 C,F,einfach * Z
Alexanderplatz,Mitt,O 7,,F,mittel Z,,Allee der Kosmonauten,MaHe,O 33,- 33 E,F,einfach Z
Alexanderplatz,Mitt,O 9,,F,mittel * Z,,Allee der Kosmonauten,MaHe,O 33 F,- 33 G,F,einfach * Z
Alexanderstraße,Mitt,O 1,- 15,U,mittel * Z,,Allee der Kosmonauten,MaHe,O 35,- 35 A,F,einfach Z
Alexanderstraße,Mitt,O 4,- 40,G,mittel * Z,,Allee der Kosmonauten,MaHe,O 37,- 49,F,einfach * Z
Alexanderstraße,Mitt,O 17,,U,mittel Z,,Allee der Kosmonauten,MaHe,O 50,- 52,F,mittel * Z
Alexanderstraße,Mitt,O 19,- 21,U,mittel * Z,,Allee der Kosmonauten,MaHe,O 54,- 79,F,mittel Z
Alexanderstraße,Mitt,O 23,,U,mittel Z,,Allee der Kosmonauten,MaHe,O 80,,F,mittel * Z
Alexanderstraße,Mitt,O 25,- 35,U,mittel * Z,,Allee der Kosmonauten,MaHe,O 81,,F,mittel Z
Alexanderufer,Mitt,O 1,- 5,U,gut * Z,,Allee der Kosmonauten,MaHe,O 82,,F,mittel * Z
Alexanderufer,Mitt,O 2,,G,gut * Z,,Allee der Kosmonauten,MaHe,O 83,,F,mittel Z
Alexanderufer,Mitt,O 7,,U,gut Z,,Allee der Kosmonauten,MaHe,O 84,,F,mittel * Z
Alexanderufer,Mitt,O 9,,U,gut * Z,,Allee der Kosmonauten,MaHe,O 85,,F,mittel Z
Alexander-von-Humboldt-Weg,TrKö,O,,K,einfach  D,,Allee der Kosmonauten,MaHe,O 86,,F,mittel * Z
Alexandrinenstraße,FrKr,W 1,,F,einfach * Z,,Allee der Kosmonauten,MaHe,O 87,,F,mittel Z
Alexandrinenstraße,FrKr,W 1 A,- 49,F,einfach Z,,Allee der Kosmonauten,MaHe,O 88,,F,mittel * D
Alexandrinenstraße,FrKr,W 91,,F,einfach * Z,,Allee der Kosmonauten,MaHe,O 89,,F,mittel Z
Alexandrinenstraße,FrKr,W 92,- 125,F,einfach Z,,Allee der Kosmonauten,MaHe,O 90,,F,mittel * D
Alexandrinenstraße,FrKr,W 128,- 130,F,einfach * Z,,Allee der Kosmonauten,MaHe,O 91,,F,mittel Z
Alexandrinenstraße,Mitt,O 55,- 56,F,gut Z,,Allee der Kosmonauten,MaHe,O 92,,F,mittel * D
Alex-Wedding-Straße,Mitt,O,,K,mittel Z,,Allee der Kosmonauten,MaHe,O 93,,F,mittel Z
Alfelder Straße,MaHe,O 20,- 22,G,mittel * D,,Allee der Kosmonauten,MaHe,O 94,,F,mittel * D
Alfelder Straße,MaHe,O 45,- 149,U,mittel  D,,Allee der Kosmonauten,MaHe,O 95,,F,mittel Z
Alfelder Straße,MaHe,O 60,- 150,G,mittel  D,,Allee der Kosmonauten,MaHe,O 96,,F,mittel * D
Alfons-Loewe-Straße,Span,O 1,- 1 A,U,einfach * D,,Allee der Kosmonauten,MaHe,O 97,,F,mittel Z
Alfons-Loewe-Straße,Span,O 1 B,- 17,U,einfach  D,,Allee der Kosmonauten,MaHe,O 97 A,- 97 E,F,mittel * Z
Alfons-Loewe-Straße,Span,O 2,- 18,G,einfach  D,,Allee der Kosmonauten,MaHe,O 98,- 98 A,F,mittel * D
Alfonsstraße,TrKö,O 6,- 22,G,einfach  D,,Allee der Kosmonauten,MaHe,O 99,,F,mittel Z
Alfonsstraße,TrKö,O 21,- 77,U,mittel  D,,Allee der Kosmonauten,MaHe,O 100,- 100 A,F,mittel * D
Alfonsstraße,TrKö,O 26,- 80,G,mittel  D,,Allee der Kosmonauten,MaHe,O 101,,F,mittel Z
Alfred-Döblin-Straße,MaHe,O,,K,mittel Z,,Allee der Kosmonauten,MaHe,O 102,,F,mittel * D
Alfred-Jung-Straße,Lich,O 1,,U,mittel * Z,,Allee der Kosmonauten,MaHe,O 103,,F,mittel Z
Alfred-Jung-Straße,Lich,O 2,,G,mittel * Z,,Allee der Kosmonauten,MaHe,O 104,,F,mittel  D
Alfred-Jung-Straße,Lich,O 3,- 7,U,mittel Z,,Allee der Kosmonauten,MaHe,O 105,,F,mittel Z
Alfred-Jung-Straße,Lich,O 4,- 8,G,mittel Z,,Allee der Kosmonauten,MaHe,O 106,,F,mittel  D
Alfred-Jung-Straße,Lich,O 12,,G,mittel * Z,,Allee der Kosmonauten,MaHe,O 107,- 109,F,mittel Z
Alfred-Jung-Straße,Lich,O 14,- 22,G,mittel Z,,Allee der Kosmonauten,MaHe,O 110,,F,mittel * D
Alfred-Jung-Straße,Lich,O 17,,U,mittel * Z,,Allee der Kosmonauten,MaHe,O 111,,F,mittel Z
Alfred-Jung-Straße,Lich,O 19,- 35,U,mittel Z,,Allee der Kosmonauten,MaHe,O 112,,F,mittel  D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Allee der Kosmonauten,MaHe,O 113,,F,mittel Z,,Allendorfer Weg,Lich,O,28,G,mittel  D
Allee der Kosmonauten,MaHe,O 114,,F,mittel  D,,Allendorfer Weg,Lich,O,41 - 47,U,einfach  D
Allee der Kosmonauten,MaHe,O 115,,F,mittel Z,,Allendorfer Weg,Lich,O,42 - 44,G,einfach  D
Allee der Kosmonauten,MaHe,O 116,,F,mittel * D,,Allendorfer Weg,Lich,O,46 - 48,G,einfach * D
Allee der Kosmonauten,MaHe,O 116 A,,F,mittel  D,,Allerstraße,Neuk,W,1 - 2,F,einfach * Z
Allee der Kosmonauten,MaHe,O 117,,F,mittel Z,,Allerstraße,Neuk,W,3 - 46,F,einfach Z
Allee der Kosmonauten,MaHe,O 118,,F,mittel * D,,Allerstraße,Neuk,W,47,F,einfach * Z
Allee der Kosmonauten,MaHe,O 118 A,,F,mittel  D,,Allgäuer Weg,TSch,W,,K,mittel  D
Allee der Kosmonauten,MaHe,O 119,- 119 A,F,mittel Z,,Allmendeweg,Rein,W,,K,mittel  D
Allee der Kosmonauten,MaHe,O 120,,F,mittel * D,,Allmersweg,TrKö,O,2 - 12,G,mittel  D
Allee der Kosmonauten,MaHe,O 120 A,,F,mittel  D,,Allmersweg,TrKö,O,3 - 11,U,mittel  D
Allee der Kosmonauten,MaHe,O 121,,F,mittel * Z,,Allmersweg,TrKö,O,13,U,mittel * D
Allee der Kosmonauten,MaHe,O 122,,F,mittel * D,,Allmersweg,TrKö,O,14,G,mittel * D
Allee der Kosmonauten,MaHe,O 123,,F,mittel Z,,Almazeile,Rein,W,,K,mittel  D
Allee der Kosmonauten,MaHe,O 124,,F,mittel * D,,Almstadtstraße,Mitt,O,2 - 4 A,G,gut * Z
Allee der Kosmonauten,MaHe,O 125,,F,mittel Z,,Almstadtstraße,Mitt,O,3,U,gut * Z
Allee der Kosmonauten,MaHe,O 126,- 126 A,F,mittel * D,,Almstadtstraße,Mitt,O,5 - 55,U,gut Z
Allee der Kosmonauten,MaHe,O 126 B,,F,mittel  D,,Almstadtstraße,Mitt,O,6 - 50,G,gut Z
Allee der Kosmonauten,MaHe,O 127,,F,mittel Z,,Almstadtstraße,Mitt,O,52,G,gut * Z
Allee der Kosmonauten,MaHe,O 128,,F,mittel * D,,Almstadtstraße,Mitt,O,57,U,mittel * Z
Allee der Kosmonauten,MaHe,O 129 A,- 131,F,mittel Z,,Almutstraße,Rein,W,1,F,mittel * D
Allee der Kosmonauten,MaHe,O 132,,F,mittel  D,,Almutstraße,Rein,W,2 - 7,F,mittel  D
Allee der Kosmonauten,MaHe,O 133,,F,mittel Z,,Almweg,TSch,W,,K,mittel  D
Allee der Kosmonauten,MaHe,O 134,,F,mittel * D,,Alpenberger Straße,Pank,O,,K,einfach  D
Allee der Kosmonauten,MaHe,O 135,,F,mittel Z,,Alpenrosenweg,TrKö,O,28 - 44,G,mittel  D
Allee der Kosmonauten,MaHe,O 136,,F,mittel * D,,Alpenrosenweg,TrKö,O,43 - 91,U,einfach  D
Allee der Kosmonauten,MaHe,O 137,,F,mittel Z,,Alpenrosenweg,TrKö,O,48 - 90,G,einfach  D
Allee der Kosmonauten,MaHe,O 138,,F,mittel * D,,Alpenrosenweg,TrKö,O,93,U,einfach * D
Allee der Kosmonauten,MaHe,O 139,,F,mittel Z,,Alpenveilchenweg,MaHe,O,,K,mittel  D
Allee der Kosmonauten,MaHe,O 140,,F,mittel * D,,Alpnacher Weg,Pank,O,,K,mittel  D
Allee der Kosmonauten,MaHe,O 141,- 141 A,F,mittel * Z,,Alsaceweg,Pank,O,1 - 2,F,einfach * D
Allee der Kosmonauten,MaHe,O 143,- 143 A,F,mittel Z,,Alsaceweg,Pank,O,3 - 5,F,einfach  D
Allee der Kosmonauten,MaHe,O 144,,F,mittel * D,,Alsaceweg,Pank,O,6 - 8,F,einfach * D
Allee der Kosmonauten,MaHe,O 145,,F,mittel * Z,,Alsbacher Weg,StZe,W,,K,gut  D
Allee der Kosmonauten,MaHe,O 147,,F,mittel Z,,Alsenstraße (Stegl),StZe,W,8 - 17 B,F,mittel * Z
Allee der Kosmonauten,MaHe,O 148,- 150,F,einfach * D,,Alsenstraße (Stegl),StZe,W,17 C,F,mittel Z
Allee der Kosmonauten,MaHe,O 151,,F,einfach  D,,Alsenstraße (Wanns),StZe,W,,K,gut  D
Allee der Kosmonauten,MaHe,O 151 A,- 151 D,F,einfach * D,,Alsenzer Weg,TrKö,O,1 - 71,U,einfach  D
Allee der Kosmonauten,MaHe,O 151 E,- 151 H,F,einfach  D,,Alsenzer Weg,TrKö,O,2 - 40,G,einfach  D
Allee der Kosmonauten,MaHe,O 152,,F,einfach * D,,Alsenzer Weg,TrKö,O,42 - 72,G,mittel  D
Allee der Kosmonauten,MaHe,O 155,- 157,F,mittel * D,,Alsheimer Straße,StZe,W,1 - 7,F,gut  D
Allee der Kosmonauten,MaHe,O 160,,F,einfach * D,,Alsheimer Straße,StZe,W,10 - 11,F,mittel  D
Allee der Kosmonauten,MaHe,O 161,,F,einfach  D,,Alsheimer Straße,StZe,W,12,F,mittel * D
Allee der Kosmonauten,MaHe,O 162,,F,einfach * D,,Alsterweg,StZe,W,,K,mittel  D
Allee der Kosmonauten,MaHe,O 163,,F,einfach  D,,Altarsteinweg,Pank,O,,K,einfach  D
Allee der Kosmonauten,MaHe,O 164,,F,einfach * D,,Alt-Biesdorf,MaHe,O,6 - 26,F,mittel * D
Allee der Kosmonauten,MaHe,O 165,,F,einfach  D,,Alt-Biesdorf,MaHe,O,26 A - 26 B,F,mittel  D
Allee der Kosmonauten,MaHe,O 166,,F,einfach * D,,Alt-Biesdorf,MaHe,O,26 C - 27 A,F,mittel * D
Allee der Kosmonauten,MaHe,O 167,,F,einfach  D,,Alt-Biesdorf,MaHe,O,27 B - 27 C,F,mittel  D
Allee der Kosmonauten,MaHe,O 168,,F,einfach * D,,Alt-Biesdorf,MaHe,O,28 B - 53 N,F,mittel * D
Allee der Kosmonauten,MaHe,O 169,,F,einfach  D,,Alt-Biesdorf,MaHe,O,53 S,F,mittel  D
Allee der Kosmonauten,MaHe,O 170,,F,einfach * D,,Alt-Biesdorf,MaHe,O,54 - 80,F,mittel * D
Allee der Kosmonauten,MaHe,O 171,- 183,F,einfach  D,,Alt-Blankenburg,Pank,O,1 - 1 B,U,mittel  D
Allee der Kosmonauten,MaHe,O 184,,F,einfach * D,,Alt-Blankenburg,Pank,O,1 C - 1 D,U,mittel * D
Allee der Kosmonauten,MaHe,O 185,- 187,F,einfach  D,,Alt-Blankenburg,Pank,O,2 - 12,G,mittel  D
Allee der Kosmonauten,MaHe,O 188,- 190,F,einfach * D,,Alt-Blankenburg,Pank,O,3 - 13,U,mittel  D
Allee der Kosmonauten,MaHe,O 191,,F,einfach  D,,Alt-Blankenburg,Pank,O,12 A,G,mittel * D
Allee der Kosmonauten,MaHe,O 192,,F,einfach * D,,Alt-Blankenburg,Pank,O,14,G,mittel  D
Allee der Kosmonauten,MaHe,O 193,,F,einfach  D,,Alt-Blankenburg,Pank,O,15 - 37,U,mittel * D
Allee der Kosmonauten,MaHe,O 194,,F,einfach * D,,Alt-Blankenburg,Pank,O,16 - 24,G,mittel * D
Allee der Kosmonauten,MaHe,O 195,- 197,F,einfach  D,,Alt-Blankenburg,Pank,O,26,G,mittel  D
Allee der Kosmonauten,MaHe,O 198,,F,einfach * D,,Alt-Blankenburg,Pank,O,30 - 70,G,mittel * D
Allee der Kosmonauten,MaHe,O 199,,F,mittel * Z,,Alt-Blankenburg,Pank,O,39 - 41,U,mittel  D
Allee der Kosmonauten,MaHe,O 200,,F,einfach  D,,Alt-Blankenburg,Pank,O,43 - 45,U,mittel * D
Allee der Kosmonauten,MaHe,O 202,,F,einfach * D,,Alt-Blankenburg,Pank,O,45 A,U,mittel  D
Allee der Kosmonauten,MaHe,O 203,,F,mittel * Z,,Alt-Blankenburg,Pank,O,47 - 61,U,mittel * D
Allée St. Exupéry,Rein,W,,K,mittel  D,,Alt-Blankenburg,Pank,O,61 A,U,mittel  D
Allendeweg,TrKö,O 1,- 15,U,mittel Z,,Alt-Blankenburg,Pank,O,63 - 67 B,U,mittel * D
Allendeweg,TrKö,O 2,,G,mittel * Z,,Alt-Blankenburg,Pank,O,67 C,U,mittel  D
Allendeweg,TrKö,O 4,- 16,G,mittel Z,,Alt-Blankenburg,Pank,O,69,U,mittel * D
Allendorfer Weg,Lich,O 1,,U,mittel  D,,Alt-Blankenburg,Pank,O,69 A - 71 B,U,mittel  D
Allendorfer Weg,Lich,O 2,- 24,G,mittel * D,,Alt-Britz,Neuk,W,15 - 57,U,mittel  D
Allendorfer Weg,Lich,O 3,- 23,U,mittel * D,,Alt-Britz,Neuk,W,18,G,einfach  D
Allendorfer Weg,Lich,O 27,,U,mittel  D,,Alt-Britz,Neuk,W,32 - 112,G,mittel  D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Alt-Britz,Neuk,W 61,,U,mittel * D,,Alte Jakobstraße,Mitt,O,75 - 77,F,gut * Z
Alt-Britz,Neuk,W 73,- 113,U,mittel  D,,Alte Jakobstraße,Mitt,O,77 A - 77 D,F,gut Z
Alt-Britz,Neuk,W 115,,U,mittel * D,,Alte Jakobstraße,Mitt,O,78,F,gut * Z
Alt-Buch,Pank,O 32,- 40,G,mittel * D,,Alte Jakobstraße,Mitt,O,78 A,F,gut Z
Alt-Buch,Pank,O 37,- 69,U,mittel * D,,Alte Jakobstraße,Mitt,O,79 - 102,F,gut * Z
Alt-Buch,Pank,O 40 A,- 44 B,G,mittel  D,,Alte Kaulsdorfer Straße,TrKö,O,2 - 6,F,mittel * Z
Alt-Buch,Pank,O 46,- 46 B,G,mittel * D,,Alte Kaulsdorfer Straße,TrKö,O,8,F,mittel Z
Alt-Buch,Pank,O 46 C,- 46 D,G,mittel  D,,Alte Kaulsdorfer Straße,TrKö,O,10 - 25,F,mittel * Z
Alt-Buch,Pank,O 48,- 50,G,mittel * D,,Alte Kaulsdorfer Straße,TrKö,O,25 A,F,mittel Z
Alt-Buch,Pank,O 52,- 54 B,G,mittel  D,,Alte Kaulsdorfer Straße,TrKö,O,26 - 34,F,mittel * Z
Alt-Buch,Pank,O 56,- 74,G,mittel * D,,Alte Leipziger Straße,Mitt,O,,K,gut Z
Alt-Buch,Pank,O 71,,U,mittel  D,,Alte Potsdamer Straße,Mitt,W,,K,gut Z
Alt-Buckow,Neuk,W 1,- 5,U,einfach * D,,Alte Rhinstraße,MaHe,O,4,G,einfach * D
Alt-Buckow,Neuk,W 2,- 6,G,einfach * D,,Alte Rhinstraße,MaHe,O,8,G,einfach  D
Alt-Buckow,Neuk,W 5 A,,U,einfach  D,,Alte Rhinstraße,MaHe,O,11,U,einfach * D
Alt-Buckow,Neuk,W 7,,U,einfach * D,,Alte Rhinstraße,MaHe,O,12 - 16,G,einfach * D
Alt-Buckow,Neuk,W 7 A,,U,einfach  D,,Alte Schönhauser Straße,Mitt,O,2 - 5,F,gut * Z
Alt-Buckow,Neuk,W 8,- 34,G,einfach  D,,Alte Schönhauser Straße,Mitt,O,5 A - 6,F,gut Z
Alt-Buckow,Neuk,W 9,- 15 A,U,einfach * D,,Alte Schönhauser Straße,Mitt,O,7 - 50,F,gut * Z
Alt-Buckow,Neuk,W 15 B,- 15 C,U,einfach  D,,Alte Schönhauser Straße,Mitt,O,60 - 61,F,mittel * Z
Alt-Buckow,Neuk,W 17,- 17 A,U,einfach * D,,Altenauer Weg,StZe,W,,K,mittel  D
Alt-Buckow,Neuk,W 19,,U,einfach  D,,Altenberger Weg,Pank,O,1,U,mittel * D
Alt-Buckow,Neuk,W 19 A,,U,einfach * D,,Altenberger Weg,Pank,O,2,G,mittel * D
Alt-Buckow,Neuk,W 19 B,- 19 D,U,einfach  D,,Altenberger Weg,Pank,O,3 - 31,U,mittel  D
Alt-Buckow,Neuk,W 19 E,- 21 A,U,einfach * D,,Altenberger Weg,Pank,O,4 - 30,G,mittel  D
Alt-Buckow,Neuk,W 21 B,,U,einfach  D,,Altenbraker Straße,Neuk,W,1 - 29,U,einfach Z
Alt-Buckow,Neuk,W 23,- 39,U,einfach * D,,Altenbraker Straße,Neuk,W,2 - 30,G,einfach Z
Alt-Buckow,Neuk,W 36,- 42,G,einfach * D,,Altenbraker Straße,Neuk,W,31,U,einfach * Z
Alt-Buckow,Neuk,W 39 A,- 39 B,U,einfach  D,,Altenbraker Straße,Neuk,W,32,G,einfach * Z
Alt-Buckow,Neuk,W 41,- 45,U,einfach * D,,Altenburger Allee,ChWi,W,,K,gut  D
Alt-Buckow,Neuk,W 42 A,- 42 D,G,einfach  D,,Altenburger Straße,StZe,W,,K,mittel  D
Alt-Buckow,Neuk,W 44,- 48,G,einfach * D,,Altenescher Weg,Pank,O,2,G,einfach * D
Alt-Buckow,Neuk,W 45 A,- 47,U,einfach  D,,Altenescher Weg,Pank,O,4 - 34,G,einfach  D
Alt-Buckow,Neuk,W 47 A,- 49 B,U,einfach * D,,Altenescher Weg,Pank,O,7 - 31 A,U,einfach  D
Alt-Buckow,Neuk,W 49 C,- 49 H,U,einfach  D,,Altenhofer Straße,Lich,O,1,U,mittel * D
Alt-Buckow,Neuk,W 50,- 50 B,G,einfach  D,,Altenhofer Straße,Lich,O,3 - 39,U,mittel  D
Alt-Buckow,Neuk,W 51,,U,einfach * D,,Altenhofer Straße,Lich,O,16 - 30,G,mittel * D
Alt-Buckow,Neuk,W 51 A,,U,einfach  D,,Altenhofer Straße,Lich,O,40,G,mittel  D
Alt-Buckow,Neuk,W 52,- 52 A,G,einfach * D,,Altenhofer Weg,Rein,W,6 - 22,G,einfach  D
Alt-Buckow,Neuk,W 53,,U,einfach * D,,Altenhofer Weg,Rein,W,7 - 23,U,mittel Z
Alt-Buckow,Neuk,W 53 A,,U,einfach  D,,Altensteinstraße,StZe,W,1 A - 15,U,gut * D
Alt-Buckow,Neuk,W 54,- 56 A,G,einfach  D,,Altensteinstraße,StZe,W,2 - 6,G,gut * Z
Alt-Buckow,Neuk,W 55,- 59,U,einfach * D,,Altensteinstraße,StZe,W,15 A - 17,U,gut  D
Alt-Buckow,Neuk,W 58,- 58 A,G,einfach * D,,Altensteinstraße,StZe,W,19 - 23,U,gut * D
Altdammer Weg,Rein,W,,K,mittel  D,,Altensteinstraße,StZe,W,23 A,U,gut  D
Altdorfer Straße,StZe,W 1,,U,mittel * D,,Altensteinstraße,StZe,W,26 - 58,G,gut * D
Altdorfer Straße,StZe,W 2,- 56,G,gut  D,,Altensteinstraße,StZe,W,27 - 59,U,gut * D
Altdorfer Straße,StZe,W 29,- 61,U,gut  D,,Altensteinstraße,StZe,W,60 - 62,G,gut  D
Alte Allee,ChWi,W 1,,U,gut * D,,Altensteinstraße,StZe,W,64 - 68,G,gut * D
Alte Allee,ChWi,W 2,- 36,G,gut  D,,Altentreptower Straße,MaHe,O,1,U,mittel * D
Alte Allee,ChWi,W 3,- 31,U,gut  D,,Altentreptower Straße,MaHe,O,2,G,mittel * D
Alte Brauerei,FrKr,W,,K,mittel Z,,Altentreptower Straße,MaHe,O,51,U,mittel  D
Alte Hellersdorfer Straße,MaHe,O 1,- 5,U,mittel * D,,Altentreptower Straße,MaHe,O,53,U,mittel * D
Alte Hellersdorfer Straße,MaHe,O 7,,U,mittel  D,,Altentreptower Straße,MaHe,O,55,U,mittel  D
Alte Hellersdorfer Straße,MaHe,O 9,- 41,U,mittel * D,,Altentreptower Straße,MaHe,O,57 - 59,U,mittel * D
Alte Hellersdorfer Straße,MaHe,O 10,- 16,G,mittel * Z,,Alter Bernauer Heerweg,Rein,W,,K,mittel  D
Alte Hellersdorfer Straße,MaHe,O 18,- 22,G,mittel Z,,Alter Fischerweg,TrKö,O,,K,mittel * D
Alte Hellersdorfer Straße,MaHe,O 24,- 30,G,mittel * Z,,Alter Markt,TrKö,O,,K,mittel Z
Alte Hellersdorfer Straße,MaHe,O 32,- 36 C,G,mittel Z,,Alter Radelander Weg,TrKö,O,,K,einfach  D
Alte Hellersdorfer Straße,MaHe,O 38,- 42,G,mittel * Z,,Alter Schönefelder Weg,TrKö,O,1,U,einfach * D
Alte Hellersdorfer Straße,MaHe,O 43,- 143,U,mittel  D,,Alter Schönefelder Weg,TrKö,O,3 - 13,U,einfach  D
Alte Hellersdorfer Straße,MaHe,O 44,- 100,G,mittel Z,,Alter Schönefelder Weg,TrKö,O,4 - 20,G,einfach  D
Alte Hellersdorfer Straße,MaHe,O 102,- 108 E,G,mittel * Z,,Alter Wiesenweg,Rein,W,11 - 71 A,F,einfach  D
Alte Hellersdorfer Straße,MaHe,O 108 F,- 122,G,mittel Z,,Alter Wiesenweg,Rein,W,73,F,einfach * D
Alte Hellersdorfer Straße,MaHe,O 130,,G,einfach * Z,,Alter Wiesenweg,Rein,W,75,F,einfach  D
Alte Hellersdorfer Straße,MaHe,O 134,- 148,G,einfach Z,,Alter Wiesenweg,Rein,W,77,F,einfach * D
Alte Jakobstraße,FrKr,W 4,- 20,F,einfach Z,,Alter Wiesenweg,Rein,W,79 - 85,F,einfach  D
Alte Jakobstraße,FrKr,W 40,- 46,F,einfach * Z,,Alter Wiesenweg,Rein,W,87 - 127,F,einfach * D
Alte Jakobstraße,FrKr,W 105,- 110,F,einfach * Z,,Altes Gaswerk Mariendorf,TSch,W,1,U,einfach * D
Alte Jakobstraße,FrKr,W 117,- 148,F,einfach Z,,Altes Gaswerk Mariendorf,TSch,W,5 - 45,U,einfach  D
Alte Jakobstraße,FrKr,W 149,- 162,F,einfach * Z,,Altes Gaswerk Mariendorf,TSch,W,26,G,einfach  D
Alte Jakobstraße,FrKr,W 163,- 173,F,einfach Z,,Alt-Friedrichsfelde,Lich,O,1 - 10 A,F,einfach * D
Alte Jakobstraße,Mitt,O 48,- 51,F,gut * Z,,Alt-Friedrichsfelde,Lich,O,11,F,einfach  D
Alte Jakobstraße,Mitt,O 74,,F,gut Z,,Alt-Friedrichsfelde,Lich,O,13 - 25,F,einfach * D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Alt-Friedrichsfelde,Lich,O 26,- 29,F,mittel  D,,Alt-Heiligensee,Rein,W,82 - 86,G,mittel * D
Alt-Friedrichsfelde,Lich,O 30,- 48,F,mittel * D,,Alt-Heiligensee,Rein,W,88,G,mittel  D
Alt-Friedrichsfelde,Lich,O 60,- 61,F,einfach * D,,Alt-Heiligensee,Rein,W,89,U,mittel * D
Alt-Friedrichsfelde,Lich,O 65,- 65 D,F,einfach * D,,Alt-Heiligensee,Rein,W,90,G,mittel * D
Alt-Friedrichsfelde,Lich,O 66,- 67,F,einfach  D,,Alt-Heiligensee,Rein,W,91 - 111,U,mittel  D
Alt-Friedrichsfelde,Lich,O 68,- 71 G,F,einfach * D,,Alt-Heiligensee,Rein,W,92 - 114,G,mittel  D
Alt-Friedrichsfelde,Lich,O 72,,F,einfach  D,,Alt-Hellersdorf,MaHe,O,,K,mittel Z
Alt-Friedrichsfelde,Lich,O 73,- 84,F,einfach * D,,Alt-Hermsdorf,Rein,W,1 - 37,F,mittel  D
Alt-Friedrichsfelde,Lich,O 85,- 85 A,F,mittel * D,,Alt-Hermsdorf,Rein,W,38 - 39,F,mittel * D
Alt-Friedrichsfelde,Lich,O 85 B,,F,mittel  D,,Alt-Hermsdorf,Rein,W,44 - 45,F,mittel  D
Alt-Friedrichsfelde,Lich,O 86,,F,mittel * D,,Althoffplatz,StZe,W,2,F,gut * Z
Alt-Friedrichsfelde,Lich,O 87,- 100 A,F,einfach * D,,Althoffplatz,StZe,W,3 - 8,F,gut Z
Alt-Friedrichsfelde,Lich,O 100 B,,F,einfach  D,,Althoffstraße,StZe,W,,K,gut Z
