Am Kiebitzpfuhl,Pank O,,K,mittel,Am Nordgraben,Rein W,6 - 31,F,einfach
Am Kiefernhang,Span W,,K,gut,Am Nußbaum,Mitt O,,K,gut
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Am Oberhafen,Neuk W,,K,einfach,Am Schweizer Garten,Pank O,,K,gut
Am Oberhafen,Span W,,K,einfach,Am Schweizerhof,StZe W,,K,gut
Am Oder-Spree-Kanal,TrKö O,,K,einfach,Am Schwemmhorn,Span W,,K,gut
Am Omnibushof,Span W,,K,einfach,Am Seddinsee,TrKö O,,K,einfach
Am Orangeriepark,Pank O,,K,mittel,Am Seeschloß,Rein W,,K,mittel
Am Ortsrand,Span W,,K,mittel,Am Sonnenhügel,Span O,,K,einfach
Am Osrücken,Rein W,,K,mittel,Am Spandauer Wasserturm,Span W,,K,einfach
Am Ostbahnhof,FrKr O,,K,gut,Am Speicher,FrKr O,,K,gut
Am Pankepark,Mitt O,,K,gut,Am Spielplatz,TrKö O,,K,mittel
Am Park,Mitt W,,K,gut,Am Spreebord,ChWi W,,K,einfach
Am Petersberg,StZe W,,K,gut,Am Springebruch,Rein W,,K,mittel
Am Pfarracker,StZe W,,K,mittel,Am Stadtforst,TrKö O,,K,mittel
Am Pfingstberg,Rein W,,K,gut,Am Stadtpark,Lich O,,K,mittel
Am Pfuhl,StZe W,,K,mittel,Am Stadtpark,StZe W,,K,gut
Am Pichelssee,Span W,,K,mittel,Am Stand,Rein W,,K,einfach
Am Pilz,Rein W,,K,gut,Am Steilhang,TrKö O,,K,mittel
Am Plänterwald,TrKö O,2 - 16,G,einfach,Am Steinberg,Pank O,,K,mittel
Am Plänterwald,TrKö O,17 - 23,U,einfach,Am Steinbergpark,Rein W,,K,mittel
Am Plänterwald,TrKö O,18 - 36,G,mittel,Am Stener Berg,Pank O,,K,einfach
Am Plumpengraben,TrKö O,,K,einfach,Am Stichkanal,StZe W,,K,mittel
Am Poloplatz,Rein W,,K,mittel,Am Stieggarten,TrKö O,,K,einfach
Am Posseberg,Pank O,3,U,mittel,Am Straßenbahnhof,Neuk W,,K,einfach
Am Posseberg,Pank O,6 - 36,G,einfach,Am Studio,TrKö O,,K,mittel
Am Posseberg,Pank O,31,U,einfach,Am Südfeld,Rein W,,K,mittel
Am Postbahnhof,FrKr O,,K,mittel,Am Sudhaus,Neuk W,,K,einfach
Am Postfenn,ChWi W,,K,gut,Am Südpark,Span W,,K,einfach
Am Priesteracker,Rein W,,K,mittel,Am Tegeler Hafen,Rein W,1 - 13,U,mittel
Am Priesterberg,Rein W,,K,gut,Am Tegeler Hafen,Rein W,2 - 44,G,gut
Am Pumpwerk,TrKö O,,K,mittel,Am Tegeler Hafen,Rein W,19 - 31,U,gut
Am Querschlag,Rein W,,K,gut,Am Tegelgrund,Rein W,,K,mittel
Am Rain,Span O,,K,einfach,Am Tempelgraben,Pank O,,K,mittel
Am Rathaus,TSch W,,K,mittel,Am Tempelhofer Berg,FrKr W,,K,mittel
Am Rathauspark,Rein W,,K,mittel,Am Teufelsbruch,Span W,,K,mittel
Am Rehwechsel,StZe W,,K,mittel,Am Theodorpark,MaHe O,,K,mittel
Am Rheinischen Viertel,Lich O,,K,mittel,Am Tierpark,Lich O,1 - 3,U,einfach
Am Ried,Rein W,1 - 11,U,mittel,Am Tierpark,Lich O,2 - 28,G,mittel
Am Ried,Rein W,4 - 32,G,mittel,Am Tierpark,Lich O,5 - 17,U,mittel
Am Ried,Rein W,11 A - 35,U,gut,Am Tierpark,Lich O,19 - 29,U,einfach
Am Ritterholz,Span W,,K,mittel,Am Tierpark,Lich O,31 - 41,U,mittel
Am Rodelberg,Rein W,,K,mittel,Am Tierpark,Lich O,32 - 44,G,einfach
Am Rohrbusch,Rein W,,K,mittel,Am Tierpark,Lich O,46 - 62,G,mittel
Am Rohrgarten,StZe W,4 - 30,G,gut,Am Tierpark,Lich O,49 - 135,U,einfach
Am Rohrgarten,StZe W,5 - 109,U,gut,Am Tierpark,Lich O,64 - 126,G,einfach
Am Rohrgarten,StZe W,40,G,mittel,Am Treptower Park,TrKö O,1 - 65,F,mittel
Am Rohrgarten,StZe W,70,G,gut,Am Treptower Park,TrKö O,66 - 69,F,gut
Am Rohrgarten,StZe W,90 - 106,G,mittel,Am Treptower Park,TrKö O,70 - 78,F,mittel
Am Rollberg,Pank O,,K,einfach,Am Triftpark,Rein W,,K,mittel
Am Römersgrün,Neuk W,,K,einfach,Am Unterholz,Rein W,,K,mittel
Am Rosenanger,Rein W,,K,gut,Am Viehhof,Pank O,,K,mittel
Am Rosenhag,MaHe O,,K,mittel,Am Vierling,StZe W,,K,gut
Am Rosensteg,Rein W,,K,mittel,Am Vierrutenberg,Rein W,,K,mittel
Am Roten Stein,Span W,,K,gut,Am Vierstückenpfuhl,StZe W,,K,gut
Am Rötepfuhl,Neuk W,,K,einfach,Am Vogelherd,ChWi W,,K,mittel
Am Ruderverein,TrKö O,,K,mittel,Am Volkspark,ChWi W,,K,gut
Am Rudolfplatz,FrKr O,,K,mittel,Am Vorwerk,Pank O,,K,einfach
Am Rudower Waldrand,Neuk W,,K,einfach,Am Waidmannseck,Rein W,,K,einfach
Am Rundling,TrKö O,,K,mittel,Am Waldberg,MaHe O,,K,mittel
Am Rupenhorn,ChWi W,,K,gut,Am Wäldchen,Span O,,K,mittel
Am Sandberg,Lich O,,K,mittel,Am Walde,Lich O,,K,mittel
Am Sandhaus,Pank O,,K,mittel,Am Waldfriedhof,StZe W,,K,gut
Am Sandwerder,StZe W,,K,gut,Am Waldhaus,StZe W,,K,gut
Am Schäfersee,Rein W,,K,einfach,Am Waldidyll,Rein W,,K,mittel
Am Schilf,Lich O,,K,mittel,Am Waldkiefernweg,Span W,,K,mittel
Am Schillertheater,ChWi W,,K,gut,Am Waldpark,Rein W,,K,gut
Am Schlachtensee,StZe W,,K,gut,Am Waldrand,StZe W,,K,gut
Am Schlangengraben,Span W,,K,einfach,Am Wall,Span W,,K,einfach
Am Schlehdorn,MaHe O,,K,mittel,Am Wartenberger Luch,Lich O,,K,mittel
Am Schloßberg,TrKö O,,K,mittel,Am Wasserbogen,Span W,,K,einfach
Am Schloßhof,MaHe O,,K,mittel,Am Wasserturm,Pank O,,K,mittel
Am Schloßpark,Pank O,2 - 34,F,gut,Am Wasserwerk,Lich O,,K,einfach
Am Schloßpark,Pank O,37,F,mittel,Am Wechsel,Rein W,,K,mittel
Am Schmeding,MaHe O,,K,einfach,Am Weidenbruch,MaHe O,,K,mittel
Am Schonungsberg,TrKö O,,K,einfach,Am Weidendamm,Mitt O,,K,gut
Am Schülerheim,StZe W,,K,gut,Am Weihenhorst,Lich O,,K,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Am Weingarten,Pank O,,K,einfach,An der alten Gärtnerei,TSch W,,K,einfach
Am Weinhang,FrKr W,,K,mittel,An der Apostelkirche,TSch W,,K,einfach
Am Weißen Steg,StZe W,,K,mittel,An der Aussicht,Rein W,,K,mittel
Am Werksgarten,TrKö O,,K,mittel,An der Bastion,Span W,,K,mittel
Am Wieselbau,StZe W,,K,gut,An der Brücke,TrKö O,,K,mittel
Am Wiesenende,Rein W,,K,mittel,An der Buche,Rein W,,K,gut
Am Wiesengraben,TrKö O,,K,mittel,An der Bucht,Lich O,,K,mittel
Am Wiesengrund,Pank O,,K,mittel,An der Dahme,TrKö O,,K,mittel
Am Wiesenhang,MaHe O,,K,mittel,An der Dorfkirche,TSch W,,K,mittel
Am Wiesenhaus,Span W,,K,mittel,An der Felgenlake,Span W,,K,einfach
Am Wiesenrain,TrKö O,,K,mittel,An der Filmfabrik,TrKö O,,K,mittel
Am Wildbusch,TrKö O,,K,mittel,An der Fließwiese,ChWi W,,K,mittel
Am Wildgatter,StZe W,,K,gut,An der Gatower Heide,Span W,,K,mittel
Am Winkel,TrKö O,,K,mittel,An der Hansekogge,Lich O,,K,einfach
Am Wriezener Bahnhof,FrKr O,,K,einfach,An der Hasenfurt,Rein W,,K,mittel
Am Wuhlebogen,MaHe O,,K,mittel,An der Havelspitze,Span W,,K,einfach
Am Wuhlesee,MaHe O,,K,mittel,An der Heide,Rein W,,K,mittel
Am Zeppelinpark,Span O,,K,einfach,An der Heilandsweide,TSch W,,K,mittel
Am Zeughaus,Mitt O,,K,gut,An der Himmelswiese,TrKö O,,K,mittel
Am Zirkus,Mitt O,,K,gut,An der Industriebahn,Pank O,2,F,mittel
Am Zwiebusch,TrKö O,,K,einfach,An der Industriebahn,Pank O,3 - 26,F,einfach
Amalienhofstraße,Span W,,K,einfach,An der Industriebahn,Pank O,28 - 30,F,mittel
Amalienpark,Pank O,1 - 3 A,F,mittel,An der Kappe,Span W,,K,einfach
Amalienpark,Pank O,4 - 8,F,gut,An der Karlshorster Heide,Lich O,,K,mittel
Amalienstraße,Pank O,1 - 10,F,gut,An der Karolinenhöhe,Span W,,K,einfach
Amalienstraße,Pank O,12 - 19 A,F,mittel,An der Kieler Brücke,Mitt O,,K,mittel
Amalienstraße,Pank O,20 - 26,F,gut,An der Kolonnade,Mitt O,,K,gut
Amalienstraße,StZe W,,K,mittel,An der Koppel,Rein W,,K,einfach
Amandastraße,Rein W,,K,gut,An der Krähenheide,Rein W,,K,mittel
Amanlisweg,MaHe O,,K,einfach,An der Krummen Lake,TrKö O,,K,mittel
Ambacher Straße,TrKö O,,K,mittel,An der Laake,Pank O,,K,mittel
Amberbaumallee,Span W,,K,mittel,An der Mäckeritzbrücke,Rein W,1,F,einfach
Amboßweg,Rein W,,K,einfach,An der Mäckeritzbrücke,Rein W,2,F,mittel
Ameisenweg,Span W,,K,einfach,An der Mäckeritzbrücke,Rein W,3,F,einfach
Amelia-Earhart-Straße,Span W,,K,mittel,An der Mäckeritzbrücke,Rein W,4,F,mittel
Amelie-Beese-Zeile,Span W,,K,mittel,An der Mäckeritzbrücke,Rein W,5 - 7,F,einfach
Amelieweg,MaHe O,,K,mittel,An der Mäckeritzbrücke,Rein W,8 - 11,F,mittel
Amendestraße,Rein W,,K,einfach,An der Margaretenhöhe,Lich O,,K,einfach
Amfortasweg,StZe W,,K,gut,An der Michaelbrücke,FrKr O,,K,mittel
Ammerseestraße,TrKö O,,K,mittel,An der Mole,Lich O,,K,mittel
Amorbacher Weg,Span W,,K,mittel,An der Mühle,Rein W,,K,gut
Amorstraße,TrKö O,,K,einfach,An der Nachtbucht,Neuk W,,K,einfach
Ampferweg,Neuk W,,K,mittel,An der Neumark,Neuk W,,K,einfach
Amrumer Straße,Mitt W,,K,einfach,An der Oberrealschule,Rein W,,K,mittel
Amselgrund,Rein W,,K,mittel,An der Obstwiese,StZe W,,K,gut
Amselhainer Weg,MaHe O,,K,mittel,An der Ostbahn,FrKr O,,K,einfach
Amselstraße,ChWi W,,K,gut,An der Priesterkoppel,Pank O,,K,mittel
Amselstraße,Pank O,,K,mittel,An der Rehwiese,StZe W,,K,gut
Amselstraße,StZe W,,K,gut,An der Rudower Höhe,Neuk W,,K,einfach
Amselweg,TrKö O,,K,einfach,An der Schäferei,StZe W,,K,mittel
Amsterdamer Straße,Mitt W,,K,einfach,An der Schillingbrücke,FrKr O,,K,gut
Amtsgerichtsplatz,ChWi W,,K,gut,An der Schneise,Rein W,,K,mittel
Amtsstraße,TrKö O,,K,mittel,An der Schule,MaHe O,1 - 37,U,gut
An den Achterhöfen,Neuk W,,K,einfach,An der Schule,MaHe O,10 - 28,G,gut
An den Auen,Lich O,,K,einfach,An der Schule,MaHe O,34 - 86,G,mittel
An den Bänken,TrKö O,,K,mittel,An der Schule,MaHe O,47 - 89,U,mittel
An den Berggärten,Span W,,K,mittel,An der Spandauer Brücke,Mitt O,,K,gut
An den Buckower Feldern,Neuk W,,K,einfach,An der Spitze,Span O,,K,einfach
An den Eldenaer Höfen,Pank O,,K,mittel,An der Spreeschanze,Span W,,K,einfach
An den Feldern,Neuk W,,K,einfach,An der Streuobstwiese,Pank O,,K,mittel
An den Feldtmanngärten,Pank O,,K,mittel,An der Tränke,Span W,,K,einfach
An den Fließtalhöfen,Rein W,,K,mittel,An der Urania,TSch W,,K,mittel
An den Freiheitswiesen,Span W,,K,einfach,An der Villa Bolle,TrKö O,,K,mittel
An den Grachten,MaHe O,,K,mittel,An der Vogelweide,Pank O,,K,mittel
An den Haselbüschen,Span W,,K,einfach,An der Waldsiedlung,Lich O,,K,mittel
An den Hubertshäusern,StZe W,,K,gut,An der Wildbahn,Rein W,,K,mittel
An den Klostergärten,TSch W,,K,einfach,An der Wuhle,MaHe O,,K,mittel
An den Knabenhäusern,Lich O,,K,mittel,An der Wuhlheide,TrKö O,2 - 22,G,einfach
An den Parkbäumen,Span W,,K,mittel,An der Wuhlheide,TrKö O,26 - 178,G,mittel
An den Rohrbruchwiesen,Span W,,K,einfach,An der Wuhlheide,TrKö O,81 - 131 B,U,mittel
An den Siedlergärten,MaHe O,,K,mittel,An der Wuhlheide,TrKö O,161 - 163,U,gut
An den Treptowers,TrKö O,,K,mittel,An der Wuhlheide,TrKö O,165 - 173,U,mittel
An den Weiden,Neuk W,,K,einfach,An der Wuhlheide,TrKö O,180,G,einfach
An den Zingerwiesen,Pank O,,K,mittel,An der Wuhlheide,TrKö O,188 - 222,G,mittel
Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
An der Wuhlheide,TrKö O 189,- 199,U,gut,Apfelblütenweg,Pank O,,K,mittel
An der Wuhlheide,TrKö O 205,- 265,U,mittel,Apfelweg,TrKö O,,K,einfach
An der Wuhlheide,TrKö O 224,- 246,G,einfach,Apfelwicklerstraße,MaHe O,,K,mittel
An der Wuhlheide,TrKö O 250,- 256,G,mittel,Apoldaer Straße,StZe W,,K,mittel
Ancillonweg,Pank O,,K,mittel,Apollofalterallee,MaHe O,,K,mittel
Andanteweg,Pank O,,K,mittel,Apollostraße,TrKö O,,K,einfach
Andenzeisigweg,Pank O,,K,mittel,Apostel-Paulus-Straße,TSch W,1 - 9 A,F,mittel
Andernacher Straße,Lich O,,K,gut,Apostel-Paulus-Straße,TSch W,11 - 24,F,gut
Andersenstraße,Pank O,,K,mittel,Apostel-Paulus-Straße,TSch W,25 - 41,F,mittel
Andlauer Weg,TSch W,,K,mittel,Appelbacher Weg,TrKö O,1 - 51,U,mittel
Andornsteig,Rein W,,K,mittel,Appelbacher Weg,TrKö O,2 - 50,G,mittel
Andreasberger Straße,Neuk W,,K,einfach,Appelbacher Weg,TrKö O,52 - 54,G,einfach
Andreas-Hermes-Siedlung,Neuk W,,K,einfach,Appelbacher Weg,TrKö O,53 - 57,U,einfach
Andreasstraße,FrKr O 10,,F,gut,Appenzeller Straße,StZe W,,K,mittel
Andreasstraße,FrKr O 20,- 72,F,mittel,Aprikosensteig,TrKö O,,K,einfach
Andreasstraße,FrKr O 77,,F,gut,Arabisweg,Neuk W,1 - 11,U,einfach
Andréezeile,StZe W,,K,mittel,Arabisweg,Neuk W,2 - 12,G,mittel
"Äneasstraße",TSch W,,K,einfach,Aralienweg,Pank O,,K,einfach
Anemonenstraße,TrKö O,,K,mittel,Arberstraße,Lich O,,K,mittel
Angelikaweg,Neuk W,,K,mittel,Archenholdstraße,Lich O,,K,mittel
Angerburger Allee,ChWi W,,K,gut,Archibaldweg,Lich O,,K,mittel
Angermünder Straße,Pank O,,K,gut,Archivstraße,StZe W,1 - 10,F,gut
Angermünder Straße,TSch W 1,- 33 A,F,mittel,Archivstraße,StZe W,11 - 36,F,mittel
Angermünder Straße,TSch W 35,- 38 B,F,einfach,Arcostraße,ChWi W,,K,mittel
Angermünder Straße,TSch W 40,- 82,F,mittel,Arendsweg,Lich O,,K,mittel
Angersbacher Pfad,Rein W,,K,einfach,Arenholzsteig,TSch W,1 - 15,U,mittel
Angersteinweg,TrKö O,,K,mittel,Arenholzsteig,TSch W,10 - 16,G,einfach
Angerweg,Pank O,,K,mittel,Argenauer Straße,TrKö O,,K,mittel
Anglersiedlung,Rein W,,K,mittel,Argentinische Allee,StZe W,,K,gut
Anhalter Straße,FrKr W,,K,einfach,Argoallee,TrKö O,,K,einfach
Anhaltinerstraße,StZe W 1,- 33,U,gut,Argonnenweg,Pank O,,K,mittel
Anhaltinerstraße,StZe W 2,- 26,G,gut,Ariadnestraße,Rein W,,K,gut
Anhaltinerstraße,StZe W 28,- 36,G,mittel,Aristotelessteig,Lich O,,K,gut
Anisweg,Pank O,,K,mittel,Arkenberger Damm,Pank O,,K,einfach
Ankerweg,TrKö O,,K,mittel,Arkonaplatz,Mitt O,,K,gut
Anklamer Straße,Mitt O,,K,gut,Arkonastraße,Pank O,,K,mittel
Ankogelweg,Neuk W,,K,mittel,Armbrustweg,Rein W,,K,einfach
Ankogelweg,TSch W,,K,mittel,Armenische Straße,Mitt W,,K,einfach
Anna-Bruseberg-Straße,Pank O,,K,mittel,Arminiusstraße,Mitt W,,K,einfach
Annaburger Straße,MaHe O,,K,mittel,Arndtstraße,FrKr W,,K,mittel
Anna-Ebermann-Straße,Lich O,,K,einfach,Arndtstraße,MaHe O,1 - 32,F,mittel
Anna-Louisa-Karsch-Straße,Mitt O,,K,gut,Arndtstraße,MaHe O,34 - 39,F,gut
Anna-Mackenroth-Weg,StZe W,,K,mittel,Arndtstraße,TrKö O,,K,mittel
Anna-Maria-Müller-Straße,Lich O,,K,einfach,Arneburger Straße,MaHe O,,K,einfach
Anna-Seghers-Straße,TrKö O,,K,mittel,Arnfriedstraße,MaHe O,,K,mittel
Anna-Siemsen-Weg,Neuk W,,K,einfach,Arnfriedweg,MaHe O,,K,mittel
Annastraße,StZe W,,K,mittel,Arnheidstraße,Rein W,,K,gut
Anne-Frank-Straße,TrKö O,,K,einfach,Arnikaweg,Neuk W,,K,mittel
Annemariestraße,Lich O,,K,mittel,Arnimallee,StZe W,,K,gut
Annenallee,TrKö O 1,- 3,F,mittel,Arnimstraße,Lich O,,K,einfach
Annenallee,TrKö O 4,- 19,F,gut,Arno-Holz-Straße,StZe W,,K,gut
Annenallee,TrKö O 20,- 24,F,mittel,Arnold-Knoblauch-Ring,StZe W,,K,gut
Annenstraße,MaHe O,,K,mittel,Arnold-Zweig-Straße,Pank O,,K,mittel
Annenstraße,Mitt O 1,- 45,F,gut,Arno-Philippsthal-Straße,MaHe O,,K,mittel
Annenstraße,Mitt O 48,- 53,F,mittel,Arnouxstraße,Pank O,,K,mittel
Anni-Frid-Weg,Lich O,,K,mittel,Arnsberger Straße,MaHe O,,K,mittel
Annweilerweg,TrKö O,,K,mittel,Arnstädter Straße,StZe W,,K,mittel
Ansbacher Straße,TSch W,,K,gut,Arnsteinweg,Pank O,,K,einfach
Anschützweg,Span W,,K,einfach,Arnulfstraße,TSch W,,K,mittel
Anselmstraße,MaHe O,,K,mittel,Aronsstraße,Neuk W,,K,einfach
Ansgarstraße,Rein W,,K,gut,Aroser Allee,Mitt W,,K,einfach
Antonienstraße,Rein W,,K,einfach,Aroser Allee,Rein W,,K,einfach
Antoniuskirchstraße,TrKö O,,K,mittel,Artemisstraße,Rein W,,K,mittel
Antonplatz,Pank O,,K,mittel,Arthur-Müller-Straße,TrKö O,,K,mittel
Anton-Saefkow-Platz,Lich O 1,- 5,F,einfach,Arthur-Weisbrodt-Straße,Lich O,,K,mittel
Anton-Saefkow-Platz,Lich O 6,,F,mittel,Arturweg,MaHe O,,K,mittel
Anton-Saefkow-Platz,Lich O 8,- 14,F,einfach,Artuswall,Rein W,,K,gut
Anton-Saefkow-Straße,Pank O,,K,gut,Arysallee,ChWi W,,K,gut
Antonstraße,Mitt W,,K,einfach,Asbestweg,Neuk W,,K,einfach
Anton-von-Werner-Straße,MaHe O,,K,mittel,Aschaffenburger Straße,ChWi W,,K,gut
Anton-Webern-Weg,Pank O,,K,mittel,Aschaffenburger Straße (Lirad),TSch W,1 - 23 A,U,mittel
Antonyplatz,Rein W,,K,mittel,Aschaffenburger Straße (Lirad),TSch W,4 - 24 A,G,mittel
Antwerpener Straße,Mitt W,,K,einfach,Aschaffenburger Straße (Lirad),TSch W,27 A - 47,U,einfach
Anzengruberstraße,Neuk W,,K,einfach,Aschaffenburger Straße (Lirad),TSch W,28 - 46 A,G,einfach
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Aschaffenburger Straße (Schön),TSch W,,K,gut,Avenue Jean Mermoz,Rein W,,K,mittel
Ascheberger Weg,Rein W,,K,mittel,Axel-Springer-Straße,FrKr W,,K,einfach
Aschenbrödelstraße,TrKö O,,K,mittel,Axel-Springer-Straße,Mitt O,,K,gut
Ascherslebener Weg,Neuk W,,K,mittel,Axenstraße,Pank O,,K,mittel
Asgardstraße,Pank O,,K,mittel,Azaleenstraße,TrKö O,,K,mittel
Ashdodstraße,Span W,,K,einfach,,,,,
Askaloner Weg,Rein W,,K,gut,B,,,,
Askanierring,Span W,22 - 90,F,einfach,Baaber Steig,Rein W,,K,mittel
Askanierring,Span W,92 - 108 A,F,mittel,Babelsberger Straße,ChWi W,1 - 25,F,gut
Askanierring,Span W,149 - 155,F,einfach,Babelsberger Straße,ChWi W,27 - 43,F,mittel
Askanischer Platz,FrKr W,,K,einfach,Babelsberger Straße,ChWi W,45 - 52,F,gut
Asnièresstraße,Span W,,K,einfach,Bacharacher Straße,TSch W,,K,einfach
Aspenweg,Span W,,K,mittel,Bachestraße,TSch W,,K,gut
Asseburgpfad,TrKö O,,K,einfach,Bachstelzenweg,StZe W,,K,gut
Aßmannshauser Straße,ChWi W,,K,gut,Bachstelzenweg,TrKö O,,K,einfach
Aßmannstraße,TrKö O,,K,gut,Bachstraße,MaHe O,,K,mittel
Asta-Nielsen-Straße,Pank O,,K,mittel,Bachstraße,Mitt W,,K,mittel
Asternplatz,StZe W,,K,gut,Bachstraße (Bohnd),TrKö O,,K,einfach
Astridstraße,Lich O,,K,einfach,Bachstraße (Köpen),TrKö O,,K,mittel
Atlantisring,TrKö O,,K,einfach,Bachwitzer Straße,TrKö O,,K,mittel
Attendorner Weg,Rein W,,K,mittel,Backbergstraße,Neuk W,,K,einfach
Attilagarten,TSch W,,K,mittel,Bäckerstraße,Neuk W,,K,mittel
Attilastraße,StZe W,,K,mittel,Backnanger Straße,Rein W,,K,gut
Attilastraße,TSch W,,K,mittel,Badenallee,ChWi W,,K,gut
Attinghausenweg,MaHe O,,K,gut,Badener Ring,TSch W,,K,mittel
Atzpodienstraße,Lich O,,K,mittel,Badener Straße,MaHe O,1 - 14,F,gut
Auber Steig,Rein W,,K,gut,Badener Straße,MaHe O,15 - 49,F,mittel
Aubertstraße,Pank O,,K,mittel,Badener Straße,MaHe O,50 - 57 A,F,gut
Audre-Lorde-Straße,FrKr W,,K,einfach,Badener Straße,MaHe O,58 - 68,F,mittel
Auerbacher Ring,MaHe O,,K,einfach,Badensche Straße,ChWi W,10 - 12,F,mittel
Auerbachstraße,ChWi W,1 - 25,U,gut,Badensche Straße,ChWi W,13 - 46,F,gut
Auerbachstraße,ChWi W,2 - 14,G,gut,Badensche Straße,ChWi W,47 - 49,F,mittel
Auerbachstraße,ChWi W,24,G,mittel,Badensche Straße,TSch W,1 - 1 B,F,mittel
Auerhahnbalz,StZe W,,K,gut,Badensche Straße,TSch W,3,F,gut
Auersbergstraße,MaHe O,,K,einfach,Badensche Straße,TSch W,4 - 58,F,mittel
Auerstraße,FrKr O,,K,gut,Baderseestraße,TrKö O,,K,mittel
Auerswaldstraße,TrKö O,,K,mittel,Badeweg,StZe W,,K,gut
Auf dem Grat,StZe W,,K,gut,Bad-Steben-Straße,Rein W,,K,mittel
Auf dem Mühlenberg,Rein W,,K,mittel,Badstraße,Mitt W,,K,einfach
Auf der Höh,MaHe O,,K,mittel,Baedekerweg,Span W,,K,einfach
Auf der Planweide,Neuk W,,K,einfach,Baerwaldstraße,FrKr W,,K,mittel
Auffacher Weg,Pank O,,K,mittel,Baggerseestraße,MaHe O,,K,mittel
Augenfalterstraße,MaHe O,,K,mittel,Bahamasbogen,Span W,,K,mittel
Augsburger Platz,TSch W,,K,mittel,Bahnhofstraße,Lich O,,K,mittel
Augsburger Straße,ChWi W,,K,gut,Bahnhofstraße,StZe W,,K,gut
Augsburger Straße (Lirad),TSch W,,K,mittel,Bahnhofstraße,TrKö O,,K,mittel
Augsburger Straße (Schön),TSch W,,K,gut,Bahnhofstraße (Blanb),Pank O,1 - 16,F,mittel
Augustaplatz,StZe W,,K,gut,Bahnhofstraße (Blanb),Pank O,20 - 24,F,einfach
Augustastraße,Lich O,,K,mittel,Bahnhofstraße (Blanb),Pank O,25 - 129,F,mittel
Augustastraße,StZe W,1 - 8,F,mittel,Bahnhofstraße (Blanf),Pank O,,K,einfach
Augustastraße,StZe W,9 - 27 E,F,gut,Bahnhofstraße (FrzBu),Pank O,1 - 16,F,mittel
Augustastraße,StZe W,28 - 39,F,mittel,Bahnhofstraße (FrzBu),Pank O,20 - 24,F,einfach
August-Bebel-Straße,TrKö O,,K,einfach,Bahnhofstraße (FrzBu),Pank O,25 - 129,F,mittel
Auguste-Hauschner-Straße,Mitt W,,K,gut,Bahnhofstraße (Karow),Pank O,,K,mittel
Augustenburger Platz,Mitt W,,K,einfach,Bahnhofstraße (Lirad),TSch W,,K,mittel
Auguste-Piccard-Straße,Span W,,K,mittel,Bahnhofstraße (Schön),TSch W,,K,gut
August-Euler-Zeile,Span W,,K,mittel,Bahnstraße,TSch W,,K,mittel
Auguste-Viktoria-Allee,Rein W,,K,einfach,Bahnweg,MaHe O,,K,mittel
Auguste-Viktoria-Straße,ChWi W,,K,gut,Bahnweg,TrKö O,,K,einfach
Auguste-Viktoria-Straße,Rein W,,K,gut,Bahrendorfer Straße,TrKö O,,K,mittel
August-Lindemann-Straße,Pank O,,K,mittel,Bahrfeldtstraße,FrKr O,,K,gut
August-Siebke-Straße,Pank O,,K,mittel,Baikalstraße,Lich O,,K,mittel
Auguststraße,MaHe O,,K,mittel,Bäkestraße (Lifel),StZe W,1 - 2 A,F,gut
Auguststraße,Mitt O,,K,gut,Bäkestraße (Lifel),StZe W,3 - 13,F,mittel
Auguststraße,StZe W,1 - 14,F,gut,Bäkestraße (Lifel),StZe W,14 A - 18 C,F,gut
Auguststraße,StZe W,16 - 16 A,F,mittel,Bäkestraße (Wanns),StZe W,,K,gut
Auguststraße,StZe W,17 - 19,F,gut,Balatonstraße,Lich O,,K,mittel
Aumetzer Weg,Span O,,K,einfach,Balbronner Straße,StZe W,,K,gut
Aumühler Straße,Span W,,K,mittel,Baldersheimer Weg,Neuk W,,K,einfach
Auraser Weg,TrKö O,,K,mittel,Baldurstraße,TrKö O,,K,einfach
Aurikelweg,MaHe O,,K,mittel,Ballenstedter Straße,ChWi W,,K,mittel
Aurorafalterweg,MaHe O,,K,mittel,Ballersdorfer Straße,Span W,,K,einfach
Außenweg,Span W,,K,mittel,Ballinstraße,Neuk W,,K,einfach
Avenue Charles de Gaulle,Rein W,,K,mittel,Ballonplatz,Pank O,,K,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Balsaminenweg,MaHe O,,K,mittel,Baseler Straße,StZe W,2 - 116,G,gut
Baltenstraße,TrKö O,,K,mittel,Baseler Straße,StZe W,118 - 180,G,mittel
Baltrumstraße,Pank O,,K,mittel,Baseler Straße,StZe W,131 - 181,U,mittel
Baluschekweg,Span W,,K,einfach,Basilikumweg,Pank O,,K,mittel
Balzerplatz,MaHe O,,K,mittel,Basiliusweg,Rein W,,K,mittel
